loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_writeoff,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,total_pymnt
7000,7000, 36 months,0.099,225.58,B,B1,RENT,54008,Verified,0,debt_consolidation,931xx,CA,8.64,0,0,0,11823,8120.656545
14000,14000, 36 months,0.107,456.03,B,B2,MORTGAGE,85000,Source Verified,0,debt_consolidation,961xx,CA,17.39,0,2,0,11483,16202.15771
5000,5000, 36 months,0.066,153.52,A,A2,MORTGAGE,54000,Not Verified,0,debt_consolidation,481xx,MI,13.91,0,2,0,1848,5526.650852
8500,8500, 36 months,0.066,260.99,A,A2,MORTGAGE,84000,Source Verified,0,credit_card,959xx,CA,17.21,0,0,0,31503,9395.284232
19750,19725, 60 months,0.168,488.4,D,D2,MORTGAGE,66500,Verified,0,debt_consolidation,956xx,CA,14.29,0,2,0,5888,23718.38139
21000,21000, 36 months,0.107,684.04,B,B2,MORTGAGE,53004,Verified,0,other,770xx,TX,2.06,0,0,0,4643,24017.83338
15000,15000, 60 months,0.186,386.15,E,E1,OWN,50000,Verified,1,credit_card,614xx,IL,13.34,0,0,0,16158,6564.55
12000,12000, 36 months,0.066,368.45,A,A2,RENT,71151,Not Verified,0,credit_card,926xx,CA,18.57,0,0,0,15725,13261.93452
9000,9000, 36 months,0.075,280,A,A3,MORTGAGE,125000,Verified,0,debt_consolidation,234xx,VA,9.16,0,1,0,19268,10079.89329
18000,18000, 36 months,0.186,656.54,E,E1,RENT,180000,Verified,0,debt_consolidation,347xx,FL,11.95,0,0,0,13363,23677.45001
10000,10000, 36 months,0.143,343.09,C,C2,MORTGAGE,300000,Verified,0,debt_consolidation,018xx,MA,5.65,1,3,0,7955,12351.20109
7000,6973.193955, 36 months,0.089,222.28,A,A5,MORTGAGE,35000,Source Verified,0,debt_consolidation,018xx,MA,12.45,1,1,1,9859,8001.771113
8000,8000, 36 months,0.163,282.41,D,D1,RENT,63000,Source Verified,0,credit_card,331xx,FL,14.57,0,2,0,8380,10166.43757
26000,25950, 60 months,0.19,674.89,E,E2,RENT,72000,Verified,1,debt_consolidation,206xx,MD,22.22,0,1,0,22279,30561.93
28000,27750, 60 months,0.107,603.92,B,B2,RENT,64936,Source Verified,0,debt_consolidation,912xx,CA,8.91,0,0,0,13595,33817.3671
35000,34972.05982, 60 months,0.135,805.17,C,C1,RENT,98000,Verified,1,debt_consolidation,330xx,FL,14.55,0,1,0,26876,22643.25
5500,5500, 60 months,0.194,143.95,E,E3,RENT,25000,Verified,1,other,301xx,GA,10.56,0,0,0,4816,4407.99
14400,14400, 60 months,0.147,339.94,C,C3,MORTGAGE,105000,Source Verified,0,debt_consolidation,945xx,CA,10.75,0,7,0,19435,18134.13755
10000,10000, 36 months,0.107,325.74,B,B2,RENT,44000,Source Verified,0,other,981xx,WA,18.22,0,0,0,15657,11718.95749
28000,28000, 36 months,0.168,995.08,D,D2,OWN,76000,Verified,1,credit_card,453xx,OH,13.78,0,1,0,28753,32751.27
5000,4750, 36 months,0.163,176.51,D,D1,OWN,24000,Source Verified,0,major_purchase,762xx,TX,4.65,0,0,0,5063,6330.68
20000,19675, 36 months,0.117,661.52,B,B3,RENT,57000,Verified,0,debt_consolidation,913xx,CA,22.74,0,0,0,18306,23795.57807
7000,7000, 36 months,0.168,248.77,D,D2,RENT,45000,Verified,0,credit_card,336xx,FL,22.21,0,2,0,7370,8534.436162
10000,10000, 36 months,0.135,339.31,C,C1,MORTGAGE,72000,Not Verified,0,debt_consolidation,175xx,PA,8.68,0,2,0,4966,11785.19728
10000,10000, 36 months,0.168,355.39,D,D2,RENT,44000,Not Verified,0,credit_card,028xx,RI,12.9,0,1,0,11415,12793.74567
10000,9750, 36 months,0.117,330.76,B,B3,RENT,60000,Verified,1,credit_card,980xx,WA,19.92,0,0,0,18604,10915.08
20000,20000, 36 months,0.107,651.47,B,B2,RENT,65000,Verified,0,debt_consolidation,113xx,NY,14.36,0,0,0,20236,23452.68272
6000,6000, 36 months,0.127,201.27,B,B5,RENT,65000,Source Verified,0,debt_consolidation,916xx,CA,5.41,0,1,0,14079,7245.675768
16000,16000, 36 months,0.173,572.6,D,D3,RENT,65000,Not Verified,0,debt_consolidation,974xx,OR,19.81,1,2,0,5389,19194.58566
3400,3400, 36 months,0.099,109.57,B,B1,MORTGAGE,125000,Verified,0,debt_consolidation,704xx,LA,16.95,0,0,0,32998,3944.304173
6000,6000, 36 months,0.135,203.59,C,C1,MORTGAGE,22500,Not Verified,0,debt_consolidation,636xx,MO,8.32,0,1,0,5552,7132.351367
7000,7000, 36 months,0.079,219.04,A,A4,MORTGAGE,47000,Not Verified,1,credit_card,945xx,CA,14.37,0,2,0,14089,2190.4
12000,12000, 60 months,0.135,276.06,C,C1,OWN,52000,Not Verified,0,debt_consolidation,180xx,PA,21.42,0,1,0,13633,16563.28838
7875,7875, 60 months,0.194,206.11,E,E3,RENT,25000,Source Verified,0,debt_consolidation,334xx,FL,19.82,0,1,0,6992,11973.76001
21000,20975, 60 months,0.213,571.44,F,F2,MORTGAGE,109992,Verified,0,other,076xx,NJ,10.89,0,0,0,32913,34233.52003
17000,16950, 36 months,0.066,521.97,A,A2,MORTGAGE,78301,Verified,0,debt_consolidation,191xx,PA,13.85,0,1,0,2700,18310.8661
6000,6000, 36 months,0.099,193.35,B,B1,RENT,54516,Not Verified,0,car,107xx,NY,10.43,0,1,0,8516,6960.587287
9500,9500, 36 months,0.066,291.69,A,A2,MORTGAGE,43000,Source Verified,0,debt_consolidation,314xx,GA,19.28,0,0,0,5240,9748.819469
16000,16000, 60 months,0.143,374.54,C,C2,MORTGAGE,72000,Source Verified,0,debt_consolidation,799xx,TX,11.88,2,0,0,4612,19357.83844
35000,34975, 60 months,0.224,973.64,F,F5,MORTGAGE,65000,Verified,1,debt_consolidation,775xx,TX,12.37,0,3,0,15950,41927.68
1200,1200, 36 months,0.183,43.54,D,D5,RENT,20400,Verified,1,other,450xx,OH,24.12,4,3,0,0,1383.27
20000,20000, 60 months,0.176,503.32,D,D4,OWN,86124,Verified,1,debt_consolidation,900xx,CA,17.6,0,1,0,6993,2187.55
5000,5000, 36 months,0.143,171.55,C,C2,RENT,24000,Source Verified,1,other,932xx,CA,1.75,0,1,0,233,694.77
5400,5400, 36 months,0.163,190.63,D,D1,RENT,32000,Not Verified,1,medical,301xx,GA,20.03,0,1,0,11114,1143.78
12000,11950, 60 months,0.199,317.33,E,E4,RENT,36500,Verified,1,debt_consolidation,336xx,FL,22.22,0,0,0,7554,8543.51
12775,12775, 36 months,0.099,411.68,B,B1,MORTGAGE,38000,Source Verified,0,credit_card,121xx,NY,20.94,0,2,0,17675,14820.21823
5000,5000, 36 months,0.176,179.72,D,D4,RENT,21600,Verified,0,other,853xx,AZ,5.33,1,0,0,1749,6472.020083
15000,15000, 60 months,0.199,396.66,E,E4,RENT,41500,Verified,0,debt_consolidation,368xx,AL,17.93,1,1,0,2923,23147.68002
15600,15350, 36 months,0.135,529.32,C,C1,MORTGAGE,75000,Verified,0,credit_card,828xx,WY,18.53,0,0,0,12343,18997.11821
5050,5050, 60 months,0.217,138.53,F,F3,MORTGAGE,67517.64,Not Verified,1,other,958xx,CA,10.45,0,1,0,365,2493.54
12000,12000, 60 months,0.183,306.36,D,D5,RENT,34500,Source Verified,0,debt_consolidation,598xx,MT,22.61,0,0,0,9292,12541.82285
24000,23975, 60 months,0.186,617.83,E,E1,MORTGAGE,120000,Verified,0,home_improvement,156xx,PA,15.33,1,2,0,19719,28532.5548
25000,24975, 60 months,0.124,561.44,B,B4,MORTGAGE,54600,Verified,0,wedding,920xx,CA,12.09,0,1,0,14433,31693.10089
12000,12000, 36 months,0.163,423.61,D,D1,MORTGAGE,72000,Not Verified,0,debt_consolidation,633xx,MO,16.33,1,3,0,16431,15249.70717
10000,10000, 36 months,0.127,335.45,B,B5,RENT,70000,Not Verified,0,credit_card,928xx,CA,13.53,0,1,0,10826,11922.49931
2400,2400, 36 months,0.099,77.34,B,B1,RENT,46000,Not Verified,0,vacation,200xx,DC,18.78,0,1,0,2041,2750.637419
5825,5825, 36 months,0.143,199.85,C,C2,RENT,25000,Verified,0,credit_card,604xx,IL,20.21,0,1,0,13097,7194.57399
20000,19725, 36 months,0.117,661.52,B,B3,RENT,65000,Verified,0,debt_consolidation,967xx,HI,21.05,0,0,0,23496,23795.57807
16000,16000, 36 months,0.117,529.22,B,B3,RENT,47000,Source Verified,0,credit_card,117xx,NY,19.43,0,0,0,12439,19051.72817
1500,1500, 36 months,0.099,48.34,B,B1,MORTGAGE,25632,Not Verified,0,other,840xx,UT,2.72,0,2,0,531,1617.069102
12500,12500, 36 months,0.107,407.17,B,B2,MORTGAGE,50000,Source Verified,0,small_business,480xx,MI,12.12,0,5,0,16157,14657.91895
12000,12000, 60 months,0.089,248.52,A,A5,MORTGAGE,70000,Not Verified,1,debt_consolidation,959xx,CA,9.65,0,0,0,143,5218.92
6000,6000, 36 months,0.06,182.62,A,A1,MORTGAGE,30000,Source Verified,0,major_purchase,729xx,AR,5.6,0,0,0,4888,6493.357096
3500,3500, 36 months,0.089,111.14,A,A5,MORTGAGE,47500,Not Verified,0,car,136xx,NY,19.76,3,1,0,3746,3526.33
4000,4000, 36 months,0.168,142.16,D,D2,MORTGAGE,45000,Not Verified,0,medical,207xx,MD,7.12,0,0,0,0,4666.68657
12100,12100, 60 months,0.173,302.48,D,D3,RENT,50000,Source Verified,0,house,853xx,AZ,11.5,0,0,0,5579,12785.36772
20000,19975, 60 months,0.143,468.17,C,C2,MORTGAGE,60000,Verified,1,debt_consolidation,331xx,FL,7.42,0,1,0,12367,15917.78
8500,8500, 36 months,0.079,265.97,A,A4,MORTGAGE,25000,Verified,0,debt_consolidation,330xx,FL,11.62,0,1,0,163,9372.583354
15000,15000, 36 months,0.124,501.23,B,B4,MORTGAGE,90000,Not Verified,0,debt_consolidation,074xx,NJ,9.69,2,3,0,6284,17215.71731
15600,15550, 36 months,0.079,488.13,A,A4,MORTGAGE,43000,Verified,0,debt_consolidation,112xx,NY,20.01,0,0,0,6565,17572.59752
10000,9750, 36 months,0.124,334.16,B,B4,MORTGAGE,65000,Source Verified,0,debt_consolidation,945xx,CA,15.07,0,0,0,9416,10493.45557
2400,2400, 36 months,0.124,80.2,B,B4,MORTGAGE,78000,Not Verified,0,debt_consolidation,606xx,IL,9.82,1,0,0,13099,2740.494721
12000,12000, 60 months,0.079,242.75,A,A4,MORTGAGE,102000,Not Verified,0,car,441xx,OH,8.09,0,0,0,2875,13355.7365
19000,19000, 60 months,0.203,506.57,E,E5,MORTGAGE,60000,Source Verified,1,debt_consolidation,763xx,TX,17.24,0,3,0,15005,2664.69
8000,8000, 60 months,0.143,187.27,C,C2,RENT,40000,Source Verified,0,wedding,917xx,CA,11.85,2,0,0,689,10483.00213
10000,10000, 36 months,0.16,351.38,C,C5,RENT,51000,Not Verified,1,credit_card,940xx,CA,9.39,0,3,0,10504,7027.6
9000,9000, 36 months,0.066,276.34,A,A2,MORTGAGE,125000,Not Verified,0,home_improvement,339xx,FL,7.26,0,3,0,38894,9506.780616
26375,26375, 60 months,0.176,663.75,D,D4,MORTGAGE,158000,Verified,0,debt_consolidation,201xx,VA,22.66,0,1,0,38876,39767.41001
10000,10000, 36 months,0.135,339.31,C,C1,OWN,72000,Verified,0,credit_card,331xx,FL,20.18,0,3,0,9874,11670.91661
10000,10000, 36 months,0.117,330.76,B,B3,RENT,21000,Source Verified,0,debt_consolidation,926xx,CA,12.23,0,1,0,10787,11907.34732
12600,12600, 60 months,0.203,335.93,E,E5,MORTGAGE,65000,Source Verified,1,credit_card,778xx,TX,20.05,0,1,0,24707,2015.58
6000,6000, 36 months,0.107,195.44,B,B2,MORTGAGE,110000,Source Verified,0,home_improvement,662xx,KS,15.82,1,0,0,36708,7035.811015
12800,12800, 36 months,0.124,427.72,B,B4,RENT,56000,Verified,0,debt_consolidation,802xx,CO,24.66,0,1,0,11869,15309.50663
13000,13000, 60 months,0.16,315.86,C,C5,MORTGAGE,135800,Source Verified,0,credit_card,201xx,VA,11.99,0,2,0,26003,17156.61646
8000,8000, 36 months,0.079,250.33,A,A4,RENT,72000,Not Verified,0,other,610xx,IL,11.52,0,1,0,27569,9011.557494
6975,6975, 36 months,0.099,224.77,B,B1,MORTGAGE,102000,Source Verified,0,credit_card,295xx,SC,20.79,1,1,0,21479,8026.656181
13000,13000, 36 months,0.079,406.78,A,A4,OWN,53100,Verified,0,debt_consolidation,336xx,FL,16.41,0,0,0,7670,13330.24578
12000,11975, 60 months,0.168,296.75,D,D2,MORTGAGE,65000,Verified,0,debt_consolidation,085xx,NJ,18.2,0,1,0,14458,17001.56998
5000,5000, 36 months,0.066,153.52,A,A2,RENT,80000,Not Verified,0,wedding,074xx,NJ,0.81,1,0,0,830,5489.301183
17000,16500, 36 months,0.117,562.3,B,B3,MORTGAGE,101000,Verified,0,debt_consolidation,752xx,TX,14.66,0,0,0,16868,19893.00841
12800,12800, 36 months,0.124,427.72,B,B4,RENT,38000,Not Verified,1,credit_card,770xx,TX,22.58,0,2,0,7829,11334.69
1600,1600, 36 months,0.089,50.81,A,A5,RENT,67171,Not Verified,0,other,141xx,NY,17.67,0,0,0,3376,1828.960256
1200,1200, 36 months,0.107,39.09,B,B2,MORTGAGE,30000,Not Verified,0,other,433xx,OH,7.56,0,1,0,0,1407.149808
26300,26300, 60 months,0.231,743.38,G,G2,MORTGAGE,65000,Source Verified,1,credit_card,439xx,OH,15.06,0,0,0,19834,16354.36
18800,18775, 60 months,0.209,507.45,F,F1,RENT,56791,Not Verified,1,debt_consolidation,212xx,MD,14.11,1,0,0,22908,8626.65
12000,12000, 36 months,0.117,396.92,B,B3,MORTGAGE,36000,Source Verified,0,credit_card,722xx,AR,19.13,0,0,0,11360,14288.76169
28000,28000, 36 months,0.079,876.13,A,A4,RENT,111000,Verified,0,debt_consolidation,112xx,NY,16.36,0,2,0,16419,31523.41169
3125,3125, 60 months,0.217,85.73,F,F3,OWN,9960,Not Verified,0,other,922xx,CA,13.01,0,3,0,3782,5172.62
20000,20000, 36 months,0.127,670.9,B,B5,OWN,110000,Verified,0,other,105xx,NY,11.14,0,1,0,16856,24144.80993
20000,19950, 60 months,0.127,451.9,B,B5,MORTGAGE,72000,Verified,0,debt_consolidation,730xx,OK,29.73,0,1,0,29009,25362.85059
5000,5000, 36 months,0.099,161.13,B,B1,RENT,53000,Source Verified,0,medical,278xx,NC,17.32,0,1,0,15647,5792.590678
19000,19000, 36 months,0.135,644.68,C,C1,MORTGAGE,115000,Source Verified,0,car,201xx,VA,13.18,0,1,0,704,22057.38582
35000,35000, 36 months,0.099,1127.88,B,B1,OWN,73440,Verified,0,debt_consolidation,743xx,OK,6.5,0,1,0,15431,39790.08537
8000,8000, 36 months,0.099,257.8,B,B1,RENT,47000,Not Verified,1,debt_consolidation,321xx,FL,22.24,0,2,0,16649,1033.1
7200,7200, 36 months,0.176,258.79,D,D4,RENT,40000,Not Verified,0,debt_consolidation,220xx,VA,21.54,0,0,0,14408,9316.100666
2400,2400, 36 months,0.099,77.34,B,B1,RENT,45000,Not Verified,0,debt_consolidation,993xx,WA,18.69,0,0,0,3787,2669.774888
25000,24975, 60 months,0.19,648.93,E,E2,MORTGAGE,87000,Verified,1,debt_consolidation,363xx,AL,22.25,0,1,0,6180,24639.38
24250,24250, 36 months,0.19,889.28,E,E2,OWN,55000,Verified,0,debt_consolidation,350xx,AL,15.21,0,1,0,7832,32056.46996
12000,12000, 36 months,0.107,390.88,B,B2,RENT,36400,Not Verified,0,debt_consolidation,787xx,TX,26.64,0,1,0,8076,14071.62202
15000,14975, 60 months,0.16,364.46,C,C5,MORTGAGE,90000,Not Verified,0,debt_consolidation,860xx,AZ,14.35,0,1,0,13499,21849.32003
19200,19175, 60 months,0.183,490.17,D,D5,RENT,45000,Verified,0,debt_consolidation,787xx,TX,15.2,0,1,0,16509,29410.07958
9500,9250, 36 months,0.117,314.23,B,B3,MORTGAGE,80000,Not Verified,0,credit_card,303xx,GA,13.99,0,0,0,10231,11311.92486
20000,19975, 60 months,0.16,485.94,C,C5,RENT,45000,Verified,0,debt_consolidation,170xx,PA,18.88,0,1,0,13630,26848.0499
9000,9000, 36 months,0.127,301.91,B,B5,RENT,45000,Not Verified,0,debt_consolidation,100xx,NY,18.35,0,0,0,12305,10757.4984
16000,15975, 36 months,0.079,500.65,A,A4,MORTGAGE,68000,Verified,0,debt_consolidation,810xx,CO,20.84,1,0,0,4392,17999.809
19600,19575, 36 months,0.099,631.61,B,B1,MORTGAGE,60000,Verified,0,wedding,333xx,FL,16.2,0,4,0,4590,22661.16257
18800,18775, 60 months,0.135,432.49,C,C1,MORTGAGE,58000,Verified,0,debt_consolidation,432xx,OH,23.63,0,2,0,29779,25949.25184
10000,10000, 36 months,0.143,343.09,C,C2,MORTGAGE,75000,Source Verified,0,major_purchase,236xx,VA,6.94,2,1,0,15454,12327.19963
20000,19975, 60 months,0.183,510.6,D,D5,MORTGAGE,51400,Verified,1,debt_consolidation,452xx,OH,11.49,0,0,0,22331,13806.76
9750,9750, 36 months,0.173,348.93,D,D3,RENT,21600,Source Verified,1,debt_consolidation,809xx,CO,8.56,1,3,1,0,1707.13
35000,34987.98452, 60 months,0.221,967.86,F,F4,RENT,90000,Verified,0,debt_consolidation,087xx,NJ,16.36,0,0,0,21412,58090.95207
20000,19225, 36 months,0.079,625.81,A,A4,MORTGAGE,63000,Verified,0,debt_consolidation,551xx,MN,18.32,0,1,0,5474,22218.20151
12000,12000, 36 months,0.143,411.71,C,C2,RENT,72000,Not Verified,0,credit_card,070xx,NJ,16.4,1,0,0,24844,12551.50735
8000,8000, 36 months,0.124,267.33,B,B4,RENT,50000,Not Verified,0,debt_consolidation,200xx,DC,13.32,0,1,0,7691,8998.530713
28000,27975, 60 months,0.127,632.66,B,B5,MORTGAGE,67000,Verified,0,debt_consolidation,453xx,OH,17.64,0,0,0,12555,36413.67997
6000,6000, 36 months,0.143,205.86,C,C2,RENT,93000,Not Verified,0,credit_card,430xx,OH,7.64,0,0,0,11596,6209.272495
16000,16000, 36 months,0.06,486.97,A,A1,MORTGAGE,109000,Source Verified,0,major_purchase,751xx,TX,12.45,0,2,0,30174,17126.57078
19600,19600, 36 months,0.099,631.61,B,B1,RENT,45000,Not Verified,0,credit_card,706xx,LA,22.53,0,2,0,18696,22737.91847
11500,11500, 36 months,0.079,359.84,A,A4,MORTGAGE,55000,Source Verified,0,credit_card,850xx,AZ,4.45,0,0,0,12593,12954.15584
3000,3000, 36 months,0.124,100.25,B,B4,RENT,28800,Not Verified,0,debt_consolidation,235xx,VA,24.38,0,2,0,6016,3505.934569
5000,5000, 36 months,0.079,156.46,A,A4,RENT,53000,Not Verified,0,car,480xx,MI,17.23,0,0,0,4691,5185.336427
7000,7000, 36 months,0.124,233.91,B,B4,MORTGAGE,54000,Not Verified,1,credit_card,301xx,GA,12.84,0,3,0,7568,2420.59
23325,23325, 36 months,0.153,811.66,C,C4,MORTGAGE,65000,Verified,0,credit_card,672xx,KS,14.99,0,1,0,28435,29219.58907
22200,22200, 36 months,0.127,744.7,B,B5,RENT,225000,Source Verified,0,small_business,024xx,MA,5.14,0,0,0,10698,24654.41992
14675,14650, 60 months,0.173,366.85,D,D3,RENT,34500,Verified,0,debt_consolidation,606xx,IL,24.52,0,1,0,12253,22010.56785
14400,14375, 60 months,0.127,325.37,B,B5,RENT,75000,Verified,1,debt_consolidation,319xx,GA,16.06,0,1,0,28675,13702.82
28000,27925, 60 months,0.117,618.75,B,B3,MORTGAGE,75000,Source Verified,0,small_business,280xx,NC,6.16,0,2,0,62427,37124.91975
12000,12000, 60 months,0.19,311.49,E,E2,MORTGAGE,65000,Not Verified,0,credit_card,774xx,TX,15.3,1,1,0,11601,18569.94999
15000,15000, 36 months,0.079,469.36,A,A4,MORTGAGE,31000,Source Verified,1,debt_consolidation,325xx,FL,9.83,0,0,0,10222,12203.36
15000,14975, 60 months,0.217,411.48,F,F3,OWN,33000,Source Verified,1,debt_consolidation,117xx,NY,14.36,0,1,0,12964,4314.8
15850,15850, 60 months,0.135,364.63,C,C1,MORTGAGE,36000,Verified,0,debt_consolidation,366xx,AL,27.6,0,3,0,18088,18292.384
12000,12000, 36 months,0.135,407.17,C,C1,MORTGAGE,46000,Not Verified,0,credit_card,141xx,NY,16.28,0,2,0,11743,13309.75235
1800,1800, 36 months,0.127,60.39,B,B5,RENT,25000,Not Verified,1,other,306xx,GA,17.66,0,0,0,673,740.2
3200,3200, 60 months,0.099,67.85,B,B1,MORTGAGE,30000,Not Verified,1,home_improvement,066xx,CT,12.44,0,0,0,2186,203.55
17000,17000, 36 months,0.168,604.16,D,D2,RENT,90000,Source Verified,0,credit_card,770xx,TX,15.41,1,1,0,15341,20146.02449
5500,5500, 36 months,0.16,193.26,C,C5,RENT,32000,Source Verified,0,debt_consolidation,208xx,MD,21.49,0,1,0,9424,6957.134913
10000,10000, 36 months,0.135,339.31,C,C1,RENT,42000,Source Verified,0,debt_consolidation,330xx,FL,8.06,1,2,0,9010,11331.22697
11600,11325, 60 months,0.143,271.54,C,C2,MORTGAGE,35000,Verified,0,debt_consolidation,322xx,FL,23.21,0,0,0,5041,16305.1378
16000,15975, 60 months,0.143,374.54,C,C2,RENT,62000,Verified,1,debt_consolidation,770xx,TX,29.36,0,4,0,1675,17598.16
35000,34937.98452, 60 months,0.221,967.86,F,F4,MORTGAGE,95300,Verified,0,credit_card,225xx,VA,14.71,0,0,0,27800,58071.19982
11100,11100, 60 months,0.16,269.7,C,C5,OWN,26000,Not Verified,1,credit_card,330xx,FL,20.49,0,1,0,14704,10557.8
13000,13000, 36 months,0.117,429.99,B,B3,RENT,38400,Not Verified,0,debt_consolidation,925xx,CA,16.78,0,0,0,11205,15479.53774
12250,12250, 36 months,0.143,420.29,C,C2,MORTGAGE,45000,Verified,0,credit_card,800xx,CO,22.8,0,0,0,14161,15130.18044
29100,28800, 60 months,0.203,775.84,E,E5,RENT,72000,Verified,1,debt_consolidation,945xx,CA,20.23,0,0,0,21842,27930.24
21600,21550, 60 months,0.176,543.58,D,D4,MORTGAGE,82000,Verified,1,debt_consolidation,926xx,CA,9.75,0,0,0,11891,18122.71
10000,10000, 36 months,0.16,351.38,C,C5,RENT,61000,Not Verified,0,credit_card,330xx,FL,5.57,0,1,0,11844,12649.35402
29100,29075, 60 months,0.186,749.12,E,E1,RENT,58000,Verified,0,debt_consolidation,941xx,CA,22.18,0,1,0,24994,42627.42998
2000,2000, 36 months,0.143,68.62,C,C2,RENT,65000,Not Verified,0,debt_consolidation,078xx,NJ,8.58,0,3,0,4312,2050.861515
9500,9500, 36 months,0.089,301.66,A,A5,RENT,20000,Source Verified,0,debt_consolidation,908xx,CA,14.34,0,0,0,7554,10859.57559
21000,20975, 36 months,0.117,694.6,B,B3,RENT,95000,Verified,1,credit_card,604xx,IL,9.84,0,0,0,19919,14586.6
11300,11300, 36 months,0.135,383.42,C,C1,RENT,35000,Not Verified,0,credit_card,010xx,MA,21.05,0,1,0,18255,13802.85967
12000,12000, 36 months,0.127,402.54,B,B5,RENT,42500,Not Verified,0,debt_consolidation,432xx,OH,19.37,0,1,0,13874,14324.25835
15800,15775, 60 months,0.19,410.13,E,E2,MORTGAGE,75000,Verified,0,debt_consolidation,220xx,VA,20.1,0,3,0,22045,16051.0825
18000,18000, 36 months,0.107,586.32,B,B2,RENT,68000,Verified,0,credit_card,111xx,NY,10.66,0,0,0,16906,21107.43305
6400,6400, 36 months,0.089,203.23,A,A5,RENT,37000,Source Verified,0,credit_card,054xx,VT,11.84,0,1,0,6277,7284.871418
6000,6000, 36 months,0.075,186.67,A,A3,RENT,30000,Source Verified,0,credit_card,900xx,CA,17.56,0,2,0,6859,6719.913435
6000,6000, 36 months,0.089,190.52,A,A5,RENT,55000,Source Verified,0,debt_consolidation,852xx,AZ,14.71,0,1,0,7792,6858.690042
5000,5000, 36 months,0.117,165.38,B,B3,RENT,21600,Source Verified,0,other,940xx,CA,9.56,0,0,0,5874,5953.67366
26400,26375, 60 months,0.199,698.12,E,E4,MORTGAGE,103000,Verified,0,debt_consolidation,194xx,PA,13.41,0,0,0,39789,34921.71701
11300,11300, 36 months,0.147,389.79,C,C3,MORTGAGE,70000,Not Verified,0,debt_consolidation,844xx,UT,5.85,1,1,0,11214,13200.91765
14000,14000, 36 months,0.143,480.33,C,C2,MORTGAGE,86000,Not Verified,0,debt_consolidation,760xx,TX,8.86,0,0,0,17395,17093.93062
15000,15000, 36 months,0.163,529.51,D,D1,OWN,50000,Source Verified,0,credit_card,933xx,CA,22.44,0,1,0,13483,17561.96941
23600,23600, 36 months,0.135,800.76,C,C1,RENT,102000,Verified,0,credit_card,295xx,SC,14.19,0,0,0,30703,28583.51924
5100,5100, 36 months,0.089,161.95,A,A5,MORTGAGE,36000,Source Verified,0,debt_consolidation,275xx,NC,21.57,0,0,0,3035,5829.845812
7500,7500, 36 months,0.089,238.15,A,A5,MORTGAGE,75000,Source Verified,0,wedding,327xx,FL,7.49,0,1,0,4743,8573.36255
10000,10000, 36 months,0.107,325.74,B,B2,RENT,58000,Source Verified,0,credit_card,113xx,NY,9.72,0,0,0,10498,11102.5872
6000,6000, 36 months,0.194,221.22,E,E3,RENT,36000,Source Verified,0,debt_consolidation,871xx,NM,15.57,0,3,0,6243,7953.046791
2000,2000, 36 months,0.143,68.62,C,C2,OWN,100000,Verified,0,other,104xx,NY,14.92,1,0,0,27156,2366.939507
6000,6000, 36 months,0.075,186.67,A,A3,MORTGAGE,45000,Verified,0,major_purchase,782xx,TX,27.73,0,1,0,25952,6719.913435
18000,18000, 60 months,0.203,479.9,E,E5,RENT,55000,Source Verified,0,debt_consolidation,900xx,CA,12.87,0,0,0,20273,28571.68002
10000,10000, 36 months,0.168,355.39,D,D2,RENT,49000,Source Verified,0,debt_consolidation,633xx,MO,20.4,1,2,0,14951,10913.47027
24000,23975, 60 months,0.217,658.36,F,F3,RENT,85000,Verified,0,credit_card,061xx,CT,19.93,1,0,0,24242,35170.54037
10000,10000, 36 months,0.124,334.16,B,B4,RENT,26000,Source Verified,0,credit_card,060xx,CT,12.83,0,0,0,9687,10843.52327
10000,10000, 36 months,0.168,355.39,D,D2,RENT,40000,Not Verified,0,credit_card,900xx,CA,21.63,0,1,0,12943,12793.74567
10175,10175, 36 months,0.127,341.32,B,B5,MORTGAGE,45136,Not Verified,0,credit_card,139xx,NY,10.79,0,1,0,17931,10965.1328
17000,17000, 60 months,0.19,441.28,E,E2,RENT,78050,Not Verified,1,debt_consolidation,221xx,VA,16.84,0,3,0,16504,13560.32
5600,5600, 36 months,0.079,175.23,A,A4,MORTGAGE,32000,Verified,0,debt_consolidation,339xx,FL,23.85,0,2,0,2599,6308.09472
20000,20000, 60 months,0.183,510.6,D,D5,RENT,102000,Verified,1,debt_consolidation,209xx,MD,9.26,0,0,0,12417,5013.3
10000,10000, 36 months,0.117,330.76,B,B3,RENT,50000,Not Verified,0,credit_card,114xx,NY,10.99,1,0,0,8615,11907.34732
5600,5600, 36 months,0.153,194.87,C,C4,RENT,46000,Verified,0,debt_consolidation,030xx,NH,4.8,0,1,0,3617,7030.449993
2800,2800, 36 months,0.107,91.21,B,B2,MORTGAGE,136000,Source Verified,0,credit_card,145xx,NY,10.83,0,2,0,28614,3283.34968
9600,9600, 36 months,0.117,317.53,B,B3,MORTGAGE,62100,Verified,0,small_business,597xx,MT,11,2,0,0,3431,11367.6393
24000,23950, 36 months,0.066,736.89,A,A2,MORTGAGE,88620,Verified,0,debt_consolidation,351xx,AL,4.06,0,0,0,24914,25070.03762
